"¿µ¾÷ÀÏ option 
= Five Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
start date,2004-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end date,2025-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currency,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-30,71.0177 ,15.3727 ,31.5767 ,14.7817 ,6.4355 ,20.8454 ,14.8310 ,13.1251 ,18.3443 ,9.5428 ,10.3164 ,6.8784 ,1099.1500 ,283.2284 ,385.1612 ,239.4467 ,118.0766 ,338.5030 ,257.8937 ,226.9282 ,250.9198 ,125.3047 ,163.0136 ,108.0493 ,1582.2971 ,#N/A,#N/A,#N/A,#N/A,96.2958 ,#N/A,98.4722 ,#N/A,89.3383 ,#N/A,#N/A,10271771.0000 ,1594205.8000 ,2168572.8000 ,1113337.8000 ,376438.2500 ,1386452.1000 ,1181177.3000 ,1147256.6000 ,697958.5600 ,294446.5000 ,311925.2500 ,47958.6680 ,,,,
2004-08-31,71.0048 ,15.3745 ,31.5834 ,14.7469 ,6.4815 ,20.8391 ,14.8432 ,13.1365 ,18.3029 ,9.5488 ,10.2969 ,6.8785 ,1104.2400 ,282.4523 ,387.5691 ,239.6507 ,118.8013 ,340.6700 ,259.2425 ,227.4813 ,255.5593 ,126.6400 ,163.6274 ,108.5853 ,1589.6465 ,#N/A,#N/A,#N/A,#N/A,96.9116 ,#N/A,98.7121 ,#N/A,90.2884 ,#N/A,#N/A,10319270.0000 ,1589837.3000 ,2182130.0000 ,1114287.6000 ,378748.6600 ,1395318.3000 ,1187354.6000 ,1150052.6000 ,710863.7500 ,297577.6600 ,313099.7800 ,48196.5660 ,,,,
2004-09-01,71.0675 ,15.3695 ,31.6383 ,14.7019 ,6.4941 ,20.8484 ,14.8493 ,13.1377 ,18.4553 ,9.5457 ,10.2988 ,6.8566 ,1105.9100 ,283.9848 ,385.0319 ,240.1875 ,119.3702 ,341.3248 ,259.9392 ,227.5636 ,258.9091 ,126.8553 ,164.0367 ,108.0970 ,1592.4114 ,#N/A,#N/A,#N/A,#N/A,97.1396 ,#N/A,98.7479 ,#N/A,90.4519 ,#N/A,#N/A,10332895.0000 ,1598463.1000 ,2157957.5000 ,1124733.5000 ,380562.3000 ,1398009.6000 ,1190545.6000 ,1150469.0000 ,720181.7000 ,298090.1300 ,313883.0000 ,47979.8440 ,,,,
2004-09-02,71.1508 ,15.3784 ,31.6420 ,14.6069 ,6.4995 ,20.8615 ,14.8460 ,13.1353 ,18.6412 ,9.5495 ,10.3271 ,6.8409 ,1118.3100 ,287.2400 ,389.4517 ,244.1554 ,120.3760 ,344.9159 ,262.9393 ,229.6967 ,261.1804 ,127.4460 ,166.1383 ,108.8322 ,1610.2743 ,#N/A,#N/A,#N/A,#N/A,98.1616 ,#N/A,99.6751 ,#N/A,90.8731 ,#N/A,#N/A,10451220.0000 ,1616783.3000 ,2182729.0000 ,1143314.3000 ,384281.9000 ,1412718.0000 ,1205721.0000 ,1161253.1000 ,726499.4000 ,300015.5300 ,317904.4000 ,48306.1700 ,,,,
2004-09-03,71.1795 ,15.3777 ,31.6833 ,14.6102 ,6.5176 ,20.8637 ,14.8589 ,13.1418 ,18.6674 ,9.5505 ,10.3336 ,6.8737 ,1113.6300 ,280.3153 ,389.3707 ,243.7487 ,120.3115 ,344.5652 ,261.6852 ,230.5390 ,261.9791 ,127.0344 ,165.8816 ,109.6158 ,1603.5519 ,#N/A,#N/A,#N/A,#N/A,98.0618 ,#N/A,100.0406 ,#N/A,90.5796 ,#N/A,#N/A,10407501.0000 ,1577812.0000 ,2182275.3000 ,1141393.1000 ,384076.0600 ,1411281.9000 ,1199970.1000 ,1165511.3000 ,728721.0600 ,299046.6300 ,317413.2000 ,48653.9770 ,,,,
2004-09-06,71.2029 ,15.3680 ,31.7026 ,14.6256 ,6.5230 ,20.8826 ,14.8751 ,13.1535 ,18.6440 ,9.5490 ,10.2969 ,6.8806 ,1113.6300 ,280.3153 ,389.3707 ,243.7487 ,120.3115 ,344.5652 ,261.6852 ,230.5390 ,261.9791 ,127.0344 ,165.8816 ,109.6158 ,1603.5519 ,#N/A,#N/A,#N/A,#N/A,98.0618 ,#N/A,100.0406 ,#N/A,90.5796 ,#N/A,#N/A,10407501.0000 ,1577812.0000 ,2182275.3000 ,1141393.1000 ,384076.0600 ,1411281.9000 ,1199970.1000 ,1165511.3000 ,728721.0600 ,299046.6300 ,317413.2000 ,48653.9770 ,,,,
2004-09-07,71.2855 ,15.3225 ,31.7348 ,14.6693 ,6.5089 ,20.8927 ,14.8769 ,13.1506 ,18.9238 ,9.5518 ,10.3081 ,6.8848 ,1121.3000 ,281.5413 ,393.8500 ,245.7821 ,121.4626 ,346.6140 ,264.0316 ,231.1543 ,261.9709 ,127.7313 ,167.2127 ,110.6127 ,1614.6421 ,#N/A,#N/A,#N/A,#N/A,98.6467 ,#N/A,100.3075 ,#N/A,91.1301 ,#N/A,#N/A,10479137.0000 ,1584725.5000 ,2207359.5000 ,1150931.4000 ,387750.6300 ,1419673.1000 ,1210729.9000 ,1168621.8000 ,728698.3000 ,300687.1600 ,319960.2200 ,49096.4650 ,,,,
2004-09-08,71.2557 ,15.3167 ,31.7361 ,14.7075 ,6.4508 ,20.9014 ,14.8830 ,13.1327 ,18.9117 ,9.5525 ,10.3357 ,6.8594 ,1116.2700 ,281.4563 ,390.9337 ,244.9339 ,120.7673 ,345.9761 ,264.0075 ,228.2613 ,261.8028 ,126.5715 ,165.4216 ,110.0319 ,1607.6043 ,#N/A,#N/A,#N/A,#N/A,98.4651 ,#N/A,99.0971 ,#N/A,90.3292 ,#N/A,#N/A,10432153.0000 ,1584231.0000 ,2191035.0000 ,1146959.4000 ,385531.0600 ,1417060.6000 ,1210619.3000 ,1153995.9000 ,728230.7500 ,297956.8400 ,316532.9000 ,48838.6560 ,,,,
2004-09-09,71.3447 ,15.3181 ,31.7248 ,14.6902 ,6.4833 ,20.9114 ,14.8856 ,13.1362 ,19.0990 ,9.5657 ,10.3420 ,6.8048 ,1118.3800 ,286.6230 ,390.4121 ,243.5662 ,120.7589 ,344.6389 ,263.4793 ,227.5565 ,265.1657 ,126.9728 ,166.0493 ,107.5839 ,1610.6563 ,#N/A,#N/A,#N/A,#N/A,98.0847 ,#N/A,98.7912 ,#N/A,90.6156 ,#N/A,#N/A,10451918.0000 ,1613312.9000 ,2188111.8000 ,1140554.9000 ,385504.2500 ,1411583.6000 ,1208197.3000 ,1150433.0000 ,737585.0600 ,298901.5300 ,317734.0000 ,47752.1170 ,,,,
2004-09-10,71.3738 ,15.3506 ,31.7478 ,14.6879 ,6.4507 ,20.9051 ,14.8901 ,13.1231 ,19.0688 ,9.5752 ,10.2980 ,6.7941 ,1123.9200 ,292.3237 ,392.1911 ,245.7894 ,121.2916 ,343.7551 ,264.4208 ,228.1625 ,263.7070 ,127.2629 ,164.5584 ,107.5229 ,1618.6330 ,#N/A,#N/A,#N/A,#N/A,97.8332 ,#N/A,99.0594 ,#N/A,90.8227 ,#N/A,#N/A,10503621.0000 ,1645400.4000 ,2198082.3000 ,1150965.6000 ,387204.7000 ,1407963.8000 ,1212514.5000 ,1153496.6000 ,733527.4000 ,299584.5300 ,314881.2500 ,47725.0100 ,,,,
2004-09-13,71.4418 ,15.4180 ,31.7617 ,14.6430 ,6.4660 ,20.9052 ,14.9064 ,13.1296 ,19.0560 ,9.5803 ,10.3102 ,6.7763 ,1125.8200 ,294.1107 ,391.4656 ,246.5269 ,121.8978 ,345.1049 ,264.6783 ,227.5511 ,265.6677 ,126.3876 ,164.2272 ,106.6186 ,1621.6806 ,#N/A,#N/A,#N/A,#N/A,98.2174 ,#N/A,98.9206 ,#N/A,90.1980 ,#N/A,#N/A,10521380.0000 ,1655458.4000 ,2194015.8000 ,1154419.1000 ,389140.1300 ,1413492.4000 ,1213695.8000 ,1150405.8000 ,738981.4400 ,297523.9000 ,314247.3800 ,47323.6560 ,,,,
2004-09-14,71.4188 ,15.3974 ,31.7600 ,14.5665 ,6.4996 ,20.8911 ,14.9071 ,13.1210 ,19.0538 ,9.5761 ,10.2697 ,6.7504 ,1128.3300 ,294.6514 ,392.0141 ,247.7380 ,122.4900 ,346.9319 ,264.8370 ,227.6743 ,266.2382 ,126.3368 ,163.9743 ,105.1506 ,1625.3053 ,#N/A,#N/A,#N/A,#N/A,98.7373 ,#N/A,98.9741 ,#N/A,90.1618 ,#N/A,#N/A,10544878.0000 ,1658502.1000 ,2197090.0000 ,1160090.4000 ,391032.1000 ,1420975.3000 ,1214423.3000 ,1151028.3000 ,740568.2000 ,297404.4700 ,313763.4400 ,46672.0660 ,,,,
2004-09-15,71.3732 ,15.3490 ,31.7627 ,14.5100 ,6.5151 ,20.9198 ,14.9069 ,13.0847 ,19.0394 ,9.5955 ,10.2749 ,6.7318 ,1120.3700 ,290.4607 ,390.0821 ,246.4357 ,120.7121 ,345.7824 ,262.7216 ,225.5151 ,265.6205 ,126.2901 ,163.4151 ,105.1700 ,1613.8676 ,#N/A,#N/A,#N/A,#N/A,98.4102 ,#N/A,98.0355 ,#N/A,90.1284 ,#N/A,#N/A,10470456.0000 ,1634906.0000 ,2186262.3000 ,1153991.9000 ,385354.9400 ,1416267.3000 ,1204722.8000 ,1140112.4000 ,738850.0000 ,297294.5600 ,312693.6000 ,46680.6640 ,,,,
2004-09-16,71.4034 ,15.3706 ,31.7916 ,14.5284 ,6.5035 ,20.9024 ,14.9323 ,13.0692 ,19.0394 ,9.6071 ,10.2663 ,6.7640 ,1123.5000 ,290.7776 ,392.5278 ,247.6842 ,121.8624 ,345.4419 ,264.1574 ,224.2607 ,266.2195 ,127.3837 ,164.0498 ,106.8413 ,1618.4170 ,#N/A,#N/A,#N/A,#N/A,98.3133 ,#N/A,97.4913 ,#N/A,90.9089 ,#N/A,#N/A,10499776.0000 ,1636697.5000 ,2199969.5000 ,1159838.5000 ,389026.9700 ,1414872.6000 ,1211306.8000 ,1133770.8000 ,740516.3000 ,299868.8800 ,313908.0000 ,47422.5000 ,,,,
2004-09-17,71.4755 ,15.3805 ,31.7850 ,14.5299 ,6.5124 ,20.9316 ,14.9316 ,13.0854 ,19.2187 ,9.6272 ,10.2655 ,6.7800 ,1128.5500 ,292.0460 ,392.8744 ,248.0597 ,122.4685 ,346.4582 ,267.3001 ,224.9778 ,270.6793 ,127.7874 ,163.4308 ,106.6695 ,1625.6946 ,#N/A,#N/A,#N/A,#N/A,98.6020 ,#N/A,97.8030 ,#N/A,91.2159 ,#N/A,#N/A,10546914.0000 ,1643837.3000 ,2201911.8000 ,1161596.6000 ,390961.7800 ,1419027.9000 ,1225718.0000 ,1137395.9000 ,752921.6000 ,300819.1300 ,312723.5600 ,47346.2400 ,,,,
2004-09-20,71.5417 ,15.3904 ,31.8578 ,14.5373 ,6.5030 ,20.9414 ,14.9311 ,13.0846 ,19.2248 ,9.6374 ,10.2788 ,6.7773 ,1122.2000 ,293.7847 ,389.1417 ,246.5863 ,121.5219 ,343.0679 ,266.3039 ,221.2416 ,270.5066 ,127.4244 ,163.6018 ,105.6989 ,1616.5554 ,#N/A,#N/A,#N/A,#N/A,97.6376 ,#N/A,96.1788 ,#N/A,90.9611 ,#N/A,#N/A,10469536.0000 ,1653750.9000 ,2176412.5000 ,1150805.8000 ,388501.4700 ,1402493.4000 ,1220511.8000 ,1112439.0000 ,750972.2500 ,300290.8000 ,313358.2500 ,46951.7460 ,,,,
2004-09-21,71.5853 ,15.3898 ,31.9287 ,14.5242 ,6.5181 ,20.9672 ,14.9151 ,13.0543 ,19.2804 ,9.6417 ,10.2834 ,6.7711 ,1129.3000 ,295.5820 ,392.3143 ,248.0509 ,122.0270 ,344.6798 ,267.3637 ,220.5808 ,277.5191 ,127.8861 ,164.2605 ,105.9123 ,1626.7969 ,#N/A,#N/A,#N/A,#N/A,98.0964 ,#N/A,95.8976 ,#N/A,91.2907 ,#N/A,#N/A,10535783.0000 ,1663862.5000 ,2194156.3000 ,1157641.0000 ,390116.2200 ,1409082.9000 ,1225368.8000 ,1109116.8000 ,770439.9400 ,301378.9700 ,314620.0000 ,47046.5800 ,,,,
2004-09-22,71.5870 ,15.3723 ,31.8055 ,14.5882 ,6.5146 ,20.9997 ,14.9390 ,13.0546 ,19.3805 ,9.6430 ,10.3012 ,6.7594 ,1113.5600 ,290.0772 ,385.1793 ,245.1989 ,121.1048 ,339.9800 ,263.2547 ,218.3400 ,275.1014 ,127.4113 ,162.9269 ,105.1035 ,1604.1466 ,#N/A,#N/A,#N/A,#N/A,96.7587 ,#N/A,94.9241 ,#N/A,90.9517 ,#N/A,#N/A,10388948.0000 ,1632881.0000 ,2154251.3000 ,1144331.0000 ,387168.1600 ,1389868.3000 ,1206536.4000 ,1097857.9000 ,763728.0600 ,300259.8400 ,312065.6000 ,46687.2730 ,,,,
2004-09-23,71.6280 ,15.3799 ,31.7353 ,14.5665 ,6.5228 ,20.9986 ,14.9586 ,13.0816 ,19.4071 ,9.6425 ,10.3316 ,6.7604 ,1108.3600 ,290.6215 ,381.5050 ,245.3761 ,120.8048 ,338.0916 ,260.4997 ,219.2091 ,271.5145 ,126.4099 ,161.5473 ,104.3496 ,1596.8808 ,#N/A,#N/A,#N/A,#N/A,96.2202 ,#N/A,95.3013 ,#N/A,90.2369 ,#N/A,#N/A,10339771.0000 ,1635945.0000 ,2133083.8000 ,1145176.3000 ,386209.0600 ,1382133.5000 ,1193910.0000 ,1102219.8000 ,753770.1000 ,297900.1600 ,309423.2000 ,46352.4200 ,,,,
2004-09-24,71.6603 ,15.3800 ,31.7400 ,14.5735 ,6.5060 ,21.0341 ,14.9802 ,13.0694 ,19.4369 ,9.6387 ,10.3178 ,6.7934 ,1110.1100 ,288.0659 ,383.3096 ,246.4608 ,120.9764 ,338.8917 ,261.4199 ,218.9615 ,273.6598 ,126.4495 ,162.9485 ,104.9296 ,1599.3979 ,#N/A,#N/A,#N/A,#N/A,96.4491 ,#N/A,95.1936 ,#N/A,90.2652 ,#N/A,#N/A,10356067.0000 ,1621559.1000 ,2143173.8000 ,1150220.1000 ,386757.7000 ,1385420.5000 ,1198127.1000 ,1100974.8000 ,759733.5000 ,297993.4000 ,312107.1000 ,46610.0300 ,,,,
2004-09-27,71.6262 ,15.3838 ,31.8423 ,14.5318 ,6.5184 ,21.0052 ,15.0105 ,12.9782 ,19.4724 ,9.6379 ,10.3019 ,6.8176 ,1103.5200 ,285.5310 ,380.7854 ,244.5757 ,119.9081 ,336.9763 ,259.3433 ,217.8994 ,274.1545 ,126.6899 ,162.8774 ,105.0731 ,1589.9084 ,#N/A,#N/A,#N/A,#N/A,95.9039 ,#N/A,94.7319 ,#N/A,90.4491 ,#N/A,#N/A,10294582.0000 ,1607289.5000 ,2129060.3000 ,1141422.4000 ,383342.3800 ,1377590.1000 ,1188613.1000 ,1095634.4000 ,761099.4400 ,298559.9000 ,311970.8400 ,46673.7770 ,,,,
2004-09-28,71.6579 ,15.4020 ,31.8648 ,14.4484 ,6.5683 ,21.0209 ,15.0219 ,12.9866 ,19.5063 ,9.6410 ,10.3191 ,6.8000 ,1110.0600 ,285.8101 ,382.7914 ,244.5062 ,120.0905 ,339.8259 ,261.4462 ,219.2547 ,278.1722 ,127.4604 ,166.4901 ,105.3780 ,1599.5269 ,#N/A,#N/A,#N/A,#N/A,96.7154 ,#N/A,95.3210 ,#N/A,91.0173 ,#N/A,#N/A,10355624.0000 ,1608868.8000 ,2140276.3000 ,1141097.8000 ,383925.5000 ,1389239.9000 ,1198248.1000 ,1102448.6000 ,772253.2500 ,300375.5300 ,318890.4700 ,46809.2340 ,,,,
2004-09-29,71.6886 ,15.3808 ,31.8428 ,14.3740 ,6.5517 ,21.0426 ,15.0393 ,12.9830 ,19.6540 ,9.6436 ,10.3102 ,6.7424 ,1114.8000 ,289.7140 ,383.9641 ,245.7231 ,120.4755 ,340.9529 ,262.8265 ,220.2971 ,275.3226 ,127.0085 ,167.3520 ,104.8122 ,1606.4731 ,#N/A,#N/A,#N/A,#N/A,97.0682 ,#N/A,95.7793 ,#N/A,90.7122 ,#N/A,#N/A,10399892.0000 ,1630819.6000 ,2146833.3000 ,1146777.1000 ,385156.1600 ,1393847.3000 ,1204574.3000 ,1107690.4000 ,764342.1000 ,299310.6300 ,320541.4700 ,46557.8950 ,,,,
2004-09-30,71.7837 ,15.3779 ,31.8241 ,14.4110 ,6.5529 ,21.1268 ,15.0503 ,12.9958 ,19.6892 ,9.6552 ,10.3229 ,6.7333 ,1114.5800 ,290.6275 ,383.4849 ,246.5700 ,120.1779 ,334.3000 ,264.4778 ,220.7391 ,276.9525 ,127.4090 ,169.6595 ,105.7265 ,1606.1667 ,#N/A,#N/A,#N/A,#N/A,95.1730 ,#N/A,95.9715 ,#N/A,90.9983 ,#N/A,#N/A,10397830.0000 ,1635978.9000 ,2144153.5000 ,1150722.5000 ,384204.9000 ,1366633.0000 ,1212142.0000 ,1109912.9000 ,768866.9400 ,300254.6000 ,324961.0600 ,46964.0230 ,,,,
2004-10-01,71.8320 ,15.3699 ,31.8842 ,14.4808 ,6.5035 ,21.0930 ,15.0650 ,13.0162 ,19.7095 ,9.6564 ,10.3344 ,6.7990 ,1131.5000 ,299.5495 ,389.1900 ,249.7388 ,122.0218 ,337.6600 ,268.1590 ,222.9517 ,280.2287 ,128.4279 ,170.5756 ,107.8701 ,1630.5460 ,#N/A,#N/A,#N/A,#N/A,96.1297 ,#N/A,96.9334 ,#N/A,91.7260 ,#N/A,#N/A,10567583.0000 ,1686460.3000 ,2187748.8000 ,1165518.3000 ,390099.7000 ,1380370.5000 ,1229013.6000 ,1121038.0000 ,777962.3000 ,302655.5600 ,326715.7500 ,47916.2000 ,,,,
2004-10-04,71.9209 ,15.3802 ,31.9030 ,14.5037 ,6.4997 ,21.0136 ,15.0726 ,12.9999 ,19.9805 ,9.6645 ,10.3785 ,6.8401 ,1135.1700 ,301.0827 ,389.4685 ,251.6923 ,124.0293 ,339.0167 ,268.6989 ,222.9618 ,279.9039 ,128.8043 ,170.8085 ,108.4271 ,1635.9641 ,#N/A,#N/A,#N/A,#N/A,96.5170 ,#N/A,96.9378 ,#N/A,91.9948 ,#N/A,#N/A,10602083.0000 ,1695092.1000 ,2189288.0000 ,1174635.1000 ,396527.4000 ,1385931.8000 ,1231488.1000 ,1121088.8000 ,777060.7000 ,303808.7800 ,327161.9000 ,48163.6400 ,,,,
2004-10-05,71.8462 ,15.3841 ,31.9144 ,14.4860 ,6.4991 ,20.8480 ,15.0616 ,13.0053 ,19.9747 ,9.6636 ,10.4972 ,6.8253 ,1134.4800 ,302.5118 ,387.6301 ,251.2833 ,124.8930 ,337.7351 ,267.4243 ,222.4206 ,282.8379 ,129.0847 ,170.8139 ,108.4195 ,1634.9779 ,#N/A,#N/A,#N/A,#N/A,96.1528 ,#N/A,96.7025 ,#N/A,92.1951 ,#N/A,#N/A,10595691.0000 ,1703155.4000 ,2178967.5000 ,1172726.3000 ,399278.7200 ,1380701.6000 ,1225646.4000 ,1118367.3000 ,785205.9000 ,304470.1600 ,327172.1000 ,48160.2730 ,,,,
